bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,price,age_on_sale,renovated,high_value
4,2.5,4070,7800,3.0,0,0,4,8,3390,680,98115,1400000,12,0,1
4,1.75,1640,7194,1.5,0,0,4,7,1480,160,98011,465000,100,0,0
4,3.25,3730,11820,2.0,0,0,3,10,2460,1270,98029,690000,24,0,1
3,1.75,1220,7004,1.0,0,0,5,7,1220,0,98058,289900,48,0,0
3,3.5,3490,4000,2.0,0,0,3,9,2570,920,98112,1620000,5,0,1
3,2.5,1730,4286,2.0,0,0,3,7,1730,0,98148,339950,16,0,0
4,2.75,3430,8000,1.5,0,0,4,8,3430,0,98023,367999,43,0,0
4,2.5,2320,10079,2.0,0,0,3,7,2320,0,98038,380000,21,0,0
3,1.75,2030,17100,1.0,0,0,4,7,2030,0,98166,440000,61,0,0
5,4.0,4850,36450,2.0,0,0,3,10,4850,0,98005,975000,37,0,1
3,1.5,1340,13560,1.0,0,0,3,7,1340,0,98028,309500,46,0,0
3,1.0,1130,8201,1.0,0,0,5,6,1130,0,98155,350000,66,0,0
2,2.0,1180,2521,2.0,0,0,3,6,1180,0,98038,215000,10,0,0
2,1.0,910,6000,1.0,0,0,3,6,910,0,98118,254000,71,0,0
3,1.75,1630,4275,1.5,0,3,3,7,1630,0,98115,567000,107,0,0
2,1.0,710,1173,2.0,0,0,4,7,710,0,98102,402000,71,0,0
4,1.0,1520,80150,1.0,0,0,2,5,1520,0,98045,365000,66,0,0
4,2.5,2820,8408,2.0,0,0,3,9,2820,0,98155,625000,0,0,0
4,1.75,1970,5160,1.5,0,0,3,7,1970,0,98126,432000,73,0,0
5,3.0,2240,19090,1.0,0,0,4,8,1700,540,98058,335500,46,0,0
2,1.75,1860,5940,1.0,0,2,5,8,1020,840,98116,672500,58,0,1
4,1.0,1780,4310,1.5,0,0,5,6,1780,0,98118,336000,95,0,0
4,2.5,1788,10183,2.0,0,0,4,7,1788,0,98002,294400,24,0,0
3,2.5,1880,3054,2.0,0,0,3,8,1880,0,98007,541900,27,0,0
3,1.75,2300,11400,1.0,0,0,4,8,1520,780,98052,505000,37,0,0
3,2.5,1610,6176,2.0,0,0,3,7,1610,0,98030,255000,20,0,0
6,2.5,2270,11970,1.0,0,0,3,7,1470,800,98011,435000,51,0,0
2,1.75,1230,3600,1.5,0,0,5,7,1230,0,98119,636000,89,0,0
4,3.5,3420,33106,2.0,0,0,3,9,3420,0,98010,655000,10,0,1
3,1.5,1670,6988,1.0,0,0,3,7,1370,300,98148,280500,62,0,0
2,1.0,1120,6141,1.0,0,0,3,7,900,220,98117,520000,69,0,0
4,2.5,2580,5476,2.0,0,0,3,8,2580,0,98031,354000,9,0,0
5,2.75,3847,17654,1.0,0,2,5,9,2299,1548,98003,810000,39,0,1
4,2.5,3630,42884,1.5,0,0,3,9,2300,1330,98092,400000,35,0,0
4,2.75,3580,12000,1.0,0,0,3,10,1840,1740,98074,879900,36,0,1
5,4.0,4050,11358,2.0,0,0,4,10,2780,1270,98040,1290000,35,0,1
3,3.5,3240,23522,2.0,0,0,3,10,2130,1110,98010,902500,23,0,1
3,1.75,1540,8400,1.5,0,0,3,7,1540,0,98122,900000,113,0,1
4,2.5,2550,7200,2.0,0,2,3,7,2550,0,98056,419500,11,0,0
4,2.0,2340,6000,1.0,0,0,5,8,1270,1070,98199,685000,61,0,1
4,2.5,2320,4524,2.0,0,0,3,8,2320,0,98059,429950,10,0,0
4,2.5,1640,6000,2.0,0,0,3,7,1640,0,98106,464950,4,0,0
2,1.0,910,9000,1.0,0,0,4,6,910,0,98045,239900,31,0,0
4,3.25,2550,11524,2.0,0,0,3,8,2550,0,98019,406250,25,0,0
4,2.5,2660,8027,2.0,0,0,3,8,2660,0,98045,447000,17,0,0
3,2.5,1480,14250,2.0,0,0,3,7,1480,0,98033,466800,18,0,0
4,2.5,2810,11560,1.0,0,0,5,7,1740,1070,98008,674000,52,0,1
1,1.0,830,3200,1.0,0,0,3,7,830,0,98103,525000,90,0,0
3,2.75,3510,92347,2.0,0,0,3,10,3510,0,98038,674950,25,0,1
3,2.5,2480,4950,2.0,0,0,3,7,2480,0,98058,374900,11,0,0
4,3.0,3720,5000,2.5,0,0,5,9,2720,1000,98102,1440000,109,0,1
3,2.25,2150,9250,2.0,0,0,3,8,2150,0,98052,559500,30,0,0
3,2.5,2370,7875,2.0,0,0,3,9,2370,0,98065,522500,11,0,0
5,2.5,4310,28008,2.0,0,0,3,10,4310,0,98053,1130000,27,0,1
5,2.75,2990,7420,2.0,0,0,3,8,2990,0,98059,498500,18,0,0
4,1.0,1350,4000,1.5,0,0,3,8,1350,0,98117,571000,84,0,0
2,2.0,2370,217800,1.5,0,0,3,7,1600,770,98027,543000,22,0,0
3,2.0,1410,10248,1.0,0,0,3,7,1410,0,98001,271920,30,0,0
2,1.0,1170,8254,1.0,0,0,2,6,1170,0,98146,104950,65,0,0
4,2.5,1800,4500,2.0,0,0,3,8,1800,0,98075,485500,15,0,0
4,2.75,3650,6982,2.0,0,2,4,9,2530,1120,98115,1210000,63,1,1
3,1.75,1490,8357,1.0,0,0,4,7,1490,0,98038,260250,22,0,0
4,2.5,3610,13292,2.0,0,0,3,10,3610,0,98075,875909,19,0,1
4,1.75,2050,94525,1.0,0,0,4,7,1250,800,98058,455000,55,0,0
3,1.0,1092,7500,1.5,0,0,3,6,1092,0,98106,309000,96,0,0
4,2.25,2010,7688,1.0,0,0,3,8,1170,840,98023,229000,35,0,0
3,2.0,1680,7900,2.0,0,0,4,7,1680,0,98003,250000,62,0,0
4,2.0,2510,38141,1.0,0,0,3,9,2510,0,98034,600000,54,0,0
4,2.5,2280,65836,2.0,0,0,3,8,2280,0,98077,535000,10,0,0
3,2.5,2510,5186,2.0,0,0,3,7,2510,0,98053,571000,13,0,0
5,2.75,3190,16920,1.0,0,3,3,9,1690,1500,98006,1030000,38,0,1
4,3.25,4690,14930,2.0,0,2,3,10,3680,1010,98155,600000,19,0,0
3,2.25,1850,12000,1.0,0,0,4,7,1300,550,98072,469500,38,0,0
4,3.0,4160,13170,2.0,0,0,3,11,3040,1120,98059,1150000,14,0,1
4,1.5,2220,4000,1.5,0,0,3,8,1970,250,98105,785000,89,0,1
3,2.5,2870,13695,2.0,0,0,3,10,2870,0,98052,872750,24,0,1
4,2.75,3950,10214,1.0,0,3,3,10,2050,1900,98117,900000,59,0,1
2,1.75,1740,6620,1.5,0,0,3,8,1740,0,98065,350000,12,0,0
5,3.0,4780,20440,1.0,0,0,4,10,3660,1120,98039,2580000,40,0,1
4,2.5,3160,39960,1.0,0,0,3,10,3160,0,98005,940000,34,0,1
5,1.75,1990,27810,1.0,0,0,3,7,1990,0,98023,185000,59,0,0
4,3.5,3920,37122,2.0,0,0,3,10,3920,0,98053,850000,18,0,1
3,1.0,960,15273,1.0,0,0,4,7,960,0,98022,201000,51,0,0
2,1.5,1540,6549,2.0,0,0,3,7,1540,0,98133,499000,35,0,0
4,2.5,1970,5190,2.0,0,0,3,7,1970,0,98059,315000,13,0,0
3,2.5,1880,4668,2.0,0,0,3,8,1880,0,98029,509950,21,0,0
3,2.75,2000,6405,1.0,0,0,3,8,1260,740,98178,286300,51,0,0
3,2.5,1990,8325,2.0,0,0,4,8,1310,680,98034,590000,17,0,0
4,1.0,1400,9384,1.5,0,0,4,6,1400,0,98106,325000,66,0,0
4,2.5,3190,27806,2.0,0,0,3,9,3190,0,98010,625000,17,0,0
3,1.5,1000,6914,1.0,0,0,3,7,1000,0,98125,378000,67,0,0
3,1.75,1670,6900,1.0,0,0,3,7,1170,500,98023,239950,36,0,0
4,2.0,2100,4500,1.0,0,0,5,7,1060,1040,98105,550000,90,0,0
2,1.0,1010,6180,1.0,0,0,3,6,1010,0,98118,325000,112,0,0
4,2.5,2030,3905,1.5,0,0,4,7,1630,400,98103,831000,88,0,1
3,1.0,1090,10296,1.0,0,0,4,6,1090,0,98028,249000,64,0,0
4,1.75,2440,16730,1.0,0,0,3,7,1390,1050,98072,484000,39,0,0
4,3.0,2500,6278,2.0,0,0,3,9,2500,0,98092,395000,12,0,0
4,2.5,3420,7462,2.0,0,0,3,9,3420,0,98074,839900,12,0,1
4,2.5,2850,11000,2.0,0,0,3,8,2850,0,98052,760000,16,0,1
4,1.5,2030,3300,1.5,0,0,4,8,1530,500,98116,750000,88,0,1
5,3.75,4590,11265,2.0,0,0,4,11,3450,1140,98112,3000000,88,0,1
3,2.5,2230,5800,2.0,0,0,3,7,2230,0,98065,440000,10,0,0
2,1.75,1810,7523,1.0,0,0,3,8,1170,640,98027,501000,52,1,0
6,4.5,4000,7500,2.0,0,0,3,7,4000,0,98122,739000,36,0,1
3,1.75,1490,16200,1.0,0,0,5,8,1490,0,98005,685650,56,0,1
4,4.5,4225,284011,2.0,0,0,4,11,4225,0,98074,1010000,29,0,1
4,1.75,2120,4000,1.5,0,0,4,8,1920,200,98105,980000,85,0,1
3,1.5,1030,7184,1.0,0,0,4,7,1030,0,98056,275000,46,0,0
4,1.75,2310,8045,1.0,0,0,4,7,1650,660,98058,319950,38,0,0
3,2.25,1830,7943,2.0,0,0,3,8,1830,0,98028,448500,30,0,0
5,2.0,2120,137565,1.5,0,0,3,7,2120,0,98070,437000,101,0,0
4,1.5,2500,9448,1.0,0,0,4,7,1250,1250,98106,330000,48,0,0
3,2.5,2470,7700,2.0,0,0,4,8,2470,0,98031,365000,24,0,0
2,1.0,940,7700,1.0,0,0,4,6,940,0,98133,329000,98,0,0
5,2.75,3260,11700,1.0,0,0,3,8,1630,1630,98008,681500,50,0,1
3,2.25,1660,10140,1.0,0,0,4,8,1370,290,98052,566000,34,0,0
4,3.0,4370,217882,2.0,0,0,3,10,4370,0,98053,897500,30,0,1
3,2.5,2620,9112,2.0,0,0,3,9,2620,0,98052,738000,19,0,1
3,1.75,1500,7800,1.0,0,0,3,7,1500,0,98092,185000,47,0,0
2,1.0,910,7200,1.0,0,1,4,7,830,80,98136,445000,79,0,0
3,1.75,1430,4920,1.0,0,0,2,6,1430,0,98118,175000,58,0,0
2,1.0,900,8556,1.0,0,0,3,6,760,140,98136,315000,73,0,0
4,1.75,1250,7400,1.0,0,0,5,6,1250,0,98008,445000,55,0,0
5,3.0,3850,14990,1.0,0,0,4,9,2290,1560,98004,1400000,50,0,1
4,2.5,3450,35100,2.0,0,0,3,10,3450,0,98052,832500,27,0,1
4,3.5,3950,12320,2.0,0,0,3,10,3950,0,98065,771150,13,0,1
4,1.5,1950,12559,1.5,0,0,3,6,1950,0,98188,225000,75,0,0
3,2.5,1700,6396,2.0,0,0,3,7,1700,0,98065,389950,11,0,0
3,2.5,2370,6082,2.0,0,0,3,7,2370,0,98065,435000,10,0,0
3,1.75,1600,2538,2.0,0,0,3,7,1600,0,98102,845000,86,0,1
4,1.75,4060,5500,2.0,0,0,5,9,2660,1400,98102,1300000,90,0,1
3,2.25,1322,1796,2.0,0,0,3,8,1087,235,98144,350000,9,0,0
3,1.75,1140,10400,1.0,0,0,4,7,1140,0,98003,250000,31,0,0
2,1.5,1280,2096,2.0,0,0,3,7,1080,200,98144,370000,8,0,0
4,2.5,3080,4553,2.5,0,0,3,8,3080,0,98052,750000,6,0,1
2,1.75,1210,3000,1.0,0,0,5,7,910,300,98117,439950,108,0,0
4,1.75,1950,10219,1.0,0,0,3,7,1950,0,98133,395000,52,0,0
4,1.0,1450,6820,1.5,0,0,3,6,1450,0,98133,375000,67,0,0
3,2.25,1590,7748,2.0,0,0,4,7,1590,0,98003,263000,23,0,0
3,1.0,1240,9198,1.5,0,0,4,7,1240,0,98032,185000,55,0,0
3,1.0,1440,54315,1.0,0,0,3,7,790,650,98075,500000,41,0,0
4,2.5,3470,10045,2.0,0,0,3,10,3470,0,98027,920000,21,0,1
7,3.75,5100,21802,2.0,0,0,3,10,3640,1460,98075,936000,13,0,1
3,1.75,2430,12757,1.0,0,2,4,8,1340,1090,98004,1500000,62,0,1
3,2.25,2420,7200,1.0,0,0,3,8,1420,1000,98115,1100000,66,0,1
3,2.5,1510,10875,1.0,0,0,3,7,1150,360,98003,247000,25,0,0
3,1.0,1200,5525,1.0,0,0,2,7,1200,0,98115,289500,68,0,0
3,2.5,2240,6396,2.0,0,0,3,7,2240,0,98065,432500,12,0,0
3,1.75,1870,4320,1.0,0,0,4,7,970,900,98103,680000,95,0,1
3,1.0,1110,6000,1.5,0,0,5,7,1110,0,98199,589000,82,0,0
4,2.0,3210,8400,1.5,0,0,5,7,2040,1170,98136,756450,100,0,1
3,1.75,2090,8910,1.0,0,0,3,8,1230,860,98034,536650,40,0,0
3,2.25,1320,1800,2.0,0,0,3,7,1320,0,98122,540000,20,0,0
3,1.75,1340,3850,1.0,0,0,4,7,1340,0,98125,385000,55,0,0
3,1.0,1020,6120,1.0,0,0,3,7,1020,0,98115,485000,73,0,0
3,2.0,1220,17652,1.0,0,0,4,7,1220,0,98059,240000,34,0,0
3,2.0,1220,17652,1.0,0,0,4,7,1220,0,98059,415500,35,0,0
3,2.0,1390,2688,1.5,0,0,5,7,1390,0,98117,550000,99,0,0
4,2.0,2970,5400,2.5,0,0,4,9,2970,0,98112,1260000,114,0,1
2,2.0,1440,213008,2.0,0,0,4,7,1440,0,98070,430000,24,0,0
2,1.75,1550,4257,1.0,0,3,3,7,830,720,98136,415000,61,0,0
4,2.5,1904,8200,2.0,0,0,5,7,1904,0,98010,365000,16,0,0
4,1.5,1400,8500,2.0,0,0,3,7,1400,0,98001,257000,39,0,0
3,2.5,2140,3821,2.0,0,0,3,8,2140,0,98029,420000,9,0,0
3,1.75,1320,9450,1.0,0,0,5,7,1320,0,98166,338995,71,0,0
3,1.75,2620,8280,1.0,0,0,4,7,1330,1290,98177,615000,67,0,0
4,0.5,2300,5570,2.0,0,0,3,8,2300,0,98092,312500,18,0,0
4,2.5,2000,5684,2.0,0,0,3,8,2000,0,98028,513000,18,0,0
4,2.75,2960,5040,2.0,0,3,3,9,2210,750,98116,857500,63,1,1
3,2.75,2700,22343,1.5,0,1,4,10,2700,0,98040,1060000,37,0,1
3,1.75,1740,9500,1.0,0,3,4,8,1150,590,98146,585000,56,0,0
2,2.5,1770,4950,1.0,0,0,3,7,1770,0,98038,350500,11,0,0
3,2.0,1290,9312,1.0,0,0,3,7,1290,0,98168,215000,67,0,0
4,2.0,1450,8400,1.5,0,0,4,7,1450,0,98034,440000,52,0,0
3,2.25,1420,7800,1.0,0,0,4,7,1130,290,98042,270000,30,0,0
3,0.75,1330,7020,1.0,0,0,5,7,1330,0,98126,385000,90,0,0
3,1.75,1760,4125,1.5,0,3,4,7,1760,0,98103,688500,87,0,1
3,1.75,2010,4905,1.0,0,0,5,7,1230,780,98122,700000,102,0,1
5,2.0,2560,14467,1.0,0,0,3,8,1280,1280,98006,585000,54,0,0
2,1.5,1260,2625,2.0,0,0,4,7,1260,0,98052,401000,32,0,0
4,2.25,2420,7725,1.0,0,0,4,8,1890,530,98052,655000,43,0,1
3,1.0,1010,5400,1.0,0,0,3,6,1010,0,98144,317000,55,0,0
4,2.5,1770,8155,1.5,0,0,4,6,1770,0,98034,500000,45,1,0
2,1.0,890,6350,1.0,0,0,3,6,890,0,98103,314963,71,0,0
3,1.5,1670,5060,2.0,0,2,5,7,1670,0,98126,715000,89,0,1
3,2.25,1360,9600,2.0,0,0,3,7,1360,0,98045,280000,22,0,0
3,2.5,2120,9736,2.0,0,0,3,9,2120,0,98011,531000,26,0,0
3,2.5,1910,4488,2.0,0,0,3,8,1910,0,98007,617000,16,0,0
4,1.0,1480,7560,1.5,0,0,3,7,1480,0,98177,440000,74,0,0
3,1.0,1090,10114,1.0,0,0,4,7,1090,0,98002,140000,59,0,0
4,1.75,1670,13125,1.0,0,0,5,8,1670,0,98052,661000,42,0,1
4,1.75,1670,13125,1.0,0,0,5,8,1670,0,98052,697000,42,0,1
5,2.75,3650,13297,2.0,0,0,5,9,2750,900,98040,1200000,45,0,1
4,2.0,1970,3515,1.0,0,0,5,8,1030,940,98115,535000,45,0,0
2,2.0,1320,3060,1.5,0,0,4,6,1320,0,98118,404500,105,0,0
3,1.0,1710,5110,1.0,0,0,3,7,1100,610,98126,396500,60,0,0
3,2.25,1740,9488,1.0,0,0,4,8,1180,560,98056,450000,38,0,0
3,3.25,2200,2400,2.0,0,0,3,8,1740,460,98119,605000,27,0,0
3,2.0,2010,4320,2.0,0,2,3,9,2010,0,98118,699000,15,0,1
3,3.0,3910,19023,2.0,0,0,3,11,3910,0,98014,805000,29,0,1
1,0.75,470,15000,1.0,0,0,3,4,470,0,98014,156000,68,0,0
4,2.5,2330,7064,1.0,0,0,4,8,1780,550,98052,595000,31,0,0
3,1.75,1930,7200,1.5,0,0,3,6,1930,0,98065,285000,85,0,0
4,2.5,3270,6055,2.0,0,0,3,9,3270,0,98056,725000,8,0,1
3,2.5,1650,5000,2.0,0,0,3,8,1650,0,98023,216300,29,0,0
4,2.75,2220,8450,1.0,0,0,4,7,1260,960,98059,410000,31,0,0
2,1.75,2470,4600,1.0,0,3,4,7,1140,1330,98126,597000,98,0,0
3,1.0,1300,9300,1.0,0,0,4,7,1300,0,98077,325000,38,0,0
5,2.75,2530,9375,1.0,0,0,5,7,1530,1000,98030,355000,49,0,0
3,1.5,2400,8215,1.0,0,0,3,7,1200,1200,98146,338000,53,0,0
4,2.25,1500,5393,2.0,0,0,3,7,1500,0,98001,210000,15,0,0
4,1.75,1700,9000,1.0,0,0,3,7,1700,0,98034,423000,47,0,0
4,1.5,2120,8554,1.0,0,0,4,7,1170,950,98002,249500,38,0,0
4,2.5,2240,5105,2.0,0,0,4,8,2240,0,98042,325000,13,0,0
3,1.75,1540,8223,1.0,0,0,4,7,1070,470,98042,257000,28,0,0
3,1.75,1890,100623,1.0,0,3,3,8,1890,0,98053,550000,37,0,0
3,1.0,1260,9638,2.0,0,0,4,7,1260,0,98033,490000,94,0,0
2,1.5,1160,3838,2.0,0,0,3,7,1160,0,98034,299000,32,0,0
2,1.0,1300,39639,1.0,0,0,4,6,1300,0,98070,295000,54,0,0
4,2.5,3220,14463,2.0,0,0,3,8,3220,0,98074,630000,36,0,0
4,1.5,2020,8474,1.0,0,0,5,7,1010,1010,98058,320000,53,0,0
4,2.5,2990,8640,1.0,0,0,5,8,2100,890,98005,1110000,56,0,1
4,1.0,1420,6458,1.0,0,0,4,7,1420,0,98117,398000,61,0,0
3,1.0,1020,7874,1.0,0,0,3,7,1020,0,98106,218000,58,0,0
4,2.75,2400,104108,2.0,0,0,3,8,2400,0,98027,590000,27,0,0
5,3.0,3640,8239,2.0,0,3,3,10,2540,1100,98008,1600000,32,0,1
2,2.25,1550,1824,2.0,0,0,3,8,1550,0,98106,348500,7,0,0
2,2.0,1870,4751,1.0,0,0,3,8,1870,0,98053,592500,8,0,0
3,2.5,2340,5957,2.0,0,0,3,8,2340,0,98028,505000,19,0,0
5,4.25,3350,3600,2.0,0,0,3,10,2260,1090,98119,1430000,0,0,1
3,1.0,1710,5000,1.0,0,0,5,7,1140,570,98116,502000,93,0,0
2,2.0,1180,9265,1.0,0,0,3,7,1180,0,98125,257500,74,0,0
3,1.5,1600,7500,1.0,0,0,3,7,1600,0,98034,405000,48,0,0
3,1.75,1300,5111,1.0,0,0,4,7,1300,0,98115,427000,56,0,0
3,1.5,1040,9997,1.0,0,0,4,7,1040,0,98155,290000,59,0,0
3,1.0,1220,7695,1.0,0,0,3,7,1220,0,98106,222000,61,0,0
3,2.5,2240,6097,2.0,0,0,3,8,2240,0,98038,315000,12,0,0
3,1.5,1420,4500,1.0,0,0,3,7,1420,0,98103,371000,55,0,0
3,1.75,1580,6620,1.0,0,0,3,7,1580,0,98003,279900,26,0,0
3,1.5,2390,23522,1.0,0,0,2,7,1890,500,98059,250000,77,1,0
4,2.25,2260,29930,2.0,0,0,4,8,1400,860,98006,599000,37,0,0
3,1.75,1890,93218,1.0,0,0,4,7,1890,0,98092,267300,50,0,0
2,1.75,1830,7200,1.0,0,2,4,7,1070,760,98118,585000,65,0,0
3,1.75,1000,8268,1.0,0,0,3,6,1000,0,98072,350000,46,0,0
3,1.75,2180,7700,1.0,0,0,3,8,1480,700,98177,506000,53,0,0
6,2.0,2320,210830,2.0,0,0,4,8,2320,0,98058,400000,52,0,0
3,1.0,840,4495,1.0,0,0,3,6,840,0,98146,151100,93,0,0
3,1.0,840,4495,1.0,0,0,3,6,840,0,98146,251000,94,0,0
4,2.25,2350,8140,1.0,0,0,4,8,1430,920,98006,555000,37,0,0
3,1.75,2040,273556,1.0,0,0,3,7,2040,0,98070,467500,17,0,0
4,2.5,2370,30378,2.0,0,0,3,8,2370,0,98042,479000,19,0,0
5,2.0,1590,9350,1.0,0,0,5,7,1060,530,98001,247000,53,0,0
3,1.0,1380,10875,1.0,0,0,3,7,1380,0,98045,299500,38,0,0
4,1.5,1940,8970,1.5,0,0,3,7,1270,670,98125,306888,35,0,0
4,2.5,3320,244807,2.0,0,0,3,9,3320,0,98010,675000,13,0,1
2,1.0,1090,5265,1.5,0,0,4,7,1090,0,98105,577000,68,0,0
3,1.5,1650,9936,1.0,0,0,3,7,1090,560,98003,219950,47,0,0
3,1.5,1110,5500,1.0,0,0,3,6,1110,0,98033,375000,74,1,0
4,2.5,2110,6820,1.0,0,0,5,7,1530,580,98115,650000,72,0,1
3,3.0,1850,5000,1.5,0,0,2,6,1850,0,98107,975000,115,0,1
1,1.0,600,3720,1.0,0,0,3,6,600,0,98106,229000,95,0,0
5,2.5,2760,4000,1.5,0,0,3,8,1730,1030,98122,575000,88,1,0
4,1.75,2970,14880,1.0,0,4,5,9,1560,1410,98075,815000,53,0,1
3,1.75,2300,43560,1.0,0,0,4,7,1350,950,98077,525000,35,0,0
3,2.5,2030,2805,2.0,0,0,3,8,1720,310,98027,471000,13,0,0
4,1.75,2160,4333,1.0,0,0,4,8,1260,900,98117,450000,72,0,0
3,2.0,1650,6150,2.0,0,0,4,7,1650,0,98116,590000,88,1,0
4,2.5,3140,7260,2.0,0,0,3,8,2200,940,98006,744000,10,0,1
4,2.25,2690,36114,2.0,0,0,4,9,2690,0,98092,460000,28,0,0
5,2.5,1940,9389,1.0,0,0,4,7,1290,650,98155,299000,55,0,0
4,1.0,1220,5120,1.5,0,0,5,6,1220,0,98022,231000,75,0,0
3,1.0,1300,9600,1.0,0,0,4,6,1300,0,98092,195000,39,0,0
3,1.75,1660,11500,1.0,0,0,3,7,1130,530,98045,305000,36,0,0
4,1.5,3390,6200,2.0,0,0,4,8,2530,860,98144,895000,99,0,1
4,1.5,2310,13300,1.0,0,0,3,7,1890,420,98004,1110000,64,0,1
2,1.0,950,7954,1.0,0,0,4,7,950,0,98108,339000,73,0,0
4,3.75,2400,3520,1.0,0,0,3,7,1370,1030,98109,885000,91,1,1
3,1.0,1780,5236,1.5,0,0,5,6,1050,730,98146,375000,70,0,0
4,1.5,1280,7400,1.0,0,0,3,7,1280,0,98008,367400,56,0,0
4,2.0,1930,5398,1.0,0,0,3,7,1430,500,98119,700000,62,0,1
5,2.25,2560,10360,1.0,0,0,4,8,1870,690,98008,667000,49,0,1
2,1.0,920,5250,1.0,0,0,4,6,920,0,98118,200000,108,0,0
3,2.5,1900,18414,2.0,0,0,3,8,1900,0,98074,552775,44,1,0
3,2.0,2270,148975,1.0,0,0,4,6,1270,1000,98056,452000,114,1,0
3,2.5,2080,16050,1.0,0,0,5,8,1360,720,98059,418000,36,0,0
3,1.75,1460,10128,1.0,0,0,3,8,1460,0,98033,601500,47,1,0
3,1.75,1670,39639,1.0,0,0,4,8,1670,0,98075,600000,38,1,0
4,2.5,2810,6481,2.0,0,0,3,9,2810,0,98092,340000,17,0,0
3,2.5,2370,6752,2.0,0,0,3,8,2370,0,98003,310000,20,0,0
2,1.75,1700,18000,1.0,0,0,3,8,1700,0,98056,290000,42,0,0
2,1.0,1630,9255,1.0,0,0,3,7,1630,0,98133,438000,74,0,0
4,2.75,2930,4408,1.0,0,0,5,8,1660,1270,98144,718000,76,0,1
2,1.0,860,6600,1.0,0,0,5,6,860,0,98168,200000,65,0,0
3,2.0,1980,12150,1.0,0,0,3,9,1980,0,98042,479900,20,0,0
3,2.5,2080,7877,2.0,0,0,3,9,2080,0,98058,400000,28,0,0
3,1.0,1060,10042,1.0,0,0,4,7,1060,0,98188,219950,58,0,0
3,2.5,1590,3381,2.0,0,0,3,7,1590,0,98019,300000,14,0,0
3,2.25,1980,8775,1.0,0,0,3,7,1290,690,98177,437000,55,0,0
4,2.0,1720,7210,1.0,0,0,3,7,860,860,98034,350000,43,0,0
4,1.75,1350,9293,1.0,0,0,4,7,1350,0,98004,626000,60,0,0
3,2.5,2080,12032,2.0,0,0,3,8,2080,0,98077,490000,37,0,0
3,2.5,2090,4700,2.0,0,0,3,8,2090,0,98042,289000,12,0,0
3,2.5,2030,5100,2.0,0,0,3,7,2030,0,98199,595000,6,0,0
3,2.25,2680,41804,1.0,0,0,3,9,2680,0,98045,676000,25,0,1
3,1.75,1820,8028,1.0,0,0,3,7,1220,600,98133,389000,35,0,0
3,2.0,1300,5000,1.0,0,0,4,7,1300,0,98198,240000,31,0,0
4,2.5,2210,7079,2.0,0,0,3,8,2210,0,98031,382500,21,0,0
3,2.0,1400,7293,1.0,0,0,4,7,1400,0,98008,511555,51,0,0
3,1.75,2040,4125,1.5,0,0,4,8,1540,500,98107,710500,97,0,1
3,2.5,2420,49928,2.0,0,0,3,8,1860,560,98027,429000,29,0,0
4,1.75,1920,7500,1.0,0,0,4,7,1920,0,98198,170000,52,0,0
4,3.25,3860,17820,1.0,0,4,4,10,2630,1230,98004,2140000,39,0,1
5,2.75,2760,7200,1.0,0,0,3,7,1430,1330,98072,480000,36,0,0
4,3.75,3450,8395,2.0,0,4,4,10,2640,810,98122,1670000,21,0,1
3,1.0,1040,6535,1.0,0,0,3,6,1040,0,98168,225000,67,0,0
3,1.75,2220,7224,1.0,0,2,3,8,2040,180,98177,615000,39,0,0
4,2.5,2470,385506,2.0,0,3,3,7,2470,0,98022,438950,23,0,0
3,1.75,1300,9856,1.0,0,0,4,7,1300,0,98003,242000,53,0,0
3,2.5,1960,9686,1.0,0,0,3,8,1460,500,98074,560000,25,0,0
3,1.5,2040,3960,2.0,0,2,5,8,2040,0,98103,857500,86,0,1
4,2.5,3030,7864,2.0,0,0,3,9,3030,0,98074,685000,15,0,1
4,3.0,2260,7336,2.0,0,0,4,7,2260,0,98034,486000,38,0,0
3,2.5,2670,10338,2.0,0,0,3,9,2670,0,98007,749000,27,0,1
3,2.5,1520,6298,2.0,0,0,3,7,1520,0,98030,260000,28,0,0
3,1.75,3610,8502,1.5,0,2,3,10,2610,1000,98126,1020000,85,0,1
3,1.75,1130,5111,1.0,0,0,4,7,930,200,98199,565000,73,0,0
3,2.0,1480,2502,2.0,0,0,3,7,1480,0,98103,355000,23,0,0
5,2.0,3540,9970,2.0,0,3,3,9,3540,0,98125,775000,44,0,1
4,2.25,2100,7305,1.0,0,0,4,7,1050,1050,98188,335000,52,0,0
5,4.0,3366,7800,2.5,0,2,3,8,2966,400,98199,1300000,77,0,1
3,1.75,1810,3000,1.5,0,0,4,7,1810,0,98107,545000,111,0,0
3,1.75,1680,4240,1.5,0,0,4,7,1680,0,98144,540000,88,0,0
3,1.75,2450,9377,1.0,0,2,4,8,1540,910,98125,687500,52,0,1
1,2.0,1150,9812,1.0,0,0,4,7,1150,0,98001,115000,52,0,0
1,2.0,1150,9812,1.0,0,0,4,7,1150,0,98001,227000,52,0,0
4,2.5,3240,7621,2.0,0,2,3,9,3240,0,98075,870000,12,0,1
4,2.5,3480,12164,1.5,0,0,4,11,3480,0,98005,1190000,30,0,1
